"Trade Date","Product Code","Strike","Option Type","Contract Month","Market OI by Series"
"23-12-2016","HSIO","25400","C","06/2017","21"
"23-12-2016","HSIO","25600","C","06/2017","105"
"23-12-2016","HSIO","25800","C","06/2017","687"
"23-12-2016","HSIO","26000","C","06/2017","17"
"23-12-2016","HSIO","26200","C","06/2017","27"
"23-12-2016","HSIO","26400","C","06/2017","800"
"23-12-2016","HSIO","26600","C","06/2017","4"
"23-12-2016","HSIO","26800","C","06/2017","54"
"23-12-2016","HSIO","27000","C","06/2017","237"
"23-12-2016","HSIO","27200","C","06/2017","10"
"23-12-2016","HSIO","27400","C","06/2017","5"
"23-12-2016","HSIO","27600","C","06/2017","15"
"23-12-2016","HSIO","27800","C","06/2017","22"
"23-12-2016","HSIO","28000","C","06/2017","501"
"23-12-2016","HSIO","28200","C","06/2017","31"
"23-12-2016","HSIO","28400","C","06/2017","6"
"23-12-2016","HSIO","28800","C","06/2017","5"
"23-12-2016","HSIO","29000","C","06/2017","8"
"23-12-2016","HSIO","29200","C","06/2017","5"
"23-12-2016","HSIO","29400","C","06/2017","5"
"23-12-2016","HSIO","30000","C","06/2017","35"
"23-12-2016","HSIO","30200","C","06/2017","5"
"23-12-2016","HSIO","30400","C","06/2017","7"
"23-12-2016","HSIO","31000","C","06/2017","12"
"23-12-2016","HSIO","32000","C","06/2017","36"
"23-12-2016","HSIO","33000","C","06/2017","8"
"23-12-2016","HSIO","34000","C","06/2017","21"
"23-12-2016","HSIO","14400","P","09/2017","137"
"23-12-2016","HSIO","14600","P","09/2017","11"
"23-12-2016","HSIO","14800","P","09/2017","18"
"23-12-2016","HSIO","15000","P","09/2017","34"
"23-12-2016","HSIO","15200","P","09/2017","40"
"23-12-2016","HSIO","15400","P","09/2017","5"
"23-12-2016","HSIO","15600","P","09/2017","5"
"23-12-2016","HSIO","16000","P","09/2017","40"
"23-12-2016","HSIO","16400","P","09/2017","11"
"23-12-2016","HSIO","16600","P","09/2017","6"
"23-12-2016","HSIO","17000","P","09/2017","1"
"23-12-2016","HSIO","17400","P","09/2017","2"
"23-12-2016","HSIO","17600","P","09/2017","102"
"23-12-2016","HSIO","17800","P","09/2017","1"
"23-12-2016","HSIO","18000","P","09/2017","671"
"23-12-2016","HSIO","18200","P","09/2017","4"
"23-12-2016","HSIO","18400","P","09/2017","4"
"23-12-2016","HSIO","18600","P","09/2017","1"
"23-12-2016","HSIO","18800","P","09/2017","472"
"23-12-2016","HSIO","19000","P","09/2017","125"
"23-12-2016","HSIO","19200","P","09/2017","225"
"23-12-2016","HSIO","19400","P","09/2017","4"
"23-12-2016","HSIO","19600","P","09/2017","20"
"23-12-2016","HSIO","19800","P","09/2017","5"
"23-12-2016","HSIO","20000","P","09/2017","363"
"23-12-2016","HSIO","20200","C","09/2017","10"
"23-12-2016","HSIO","20200","P","09/2017","5"
"23-12-2016","HSIO","20400","P","09/2017","51"
"23-12-2016","HSIO","20600","P","09/2017","255"
"23-12-2016","HSIO","20800","P","09/2017","80"
"23-12-2016","HSIO","21000","P","09/2017","924"
"23-12-2016","HSIO","21200","C","09/2017","5"
"23-12-2016","HSIO","21200","P","09/2017","206"
"23-12-2016","HSIO","21400","C","09/2017","5"
"23-12-2016","HSIO","21400","P","09/2017","222"
"23-12-2016","HSIO","21600","P","09/2017","155"
"23-12-2016","HSIO","21800","C","09/2017","1"
"23-12-2016","HSIO","21800","P","09/2017","274"
"23-12-2016","HSIO","22000","C","09/2017","38"
"23-12-2016","HSIO","22000","P","09/2017","783"
"23-12-2016","HSIO","22200","C","09/2017","763"
"23-12-2016","HSIO","22200","P","09/2017","970"
"23-12-2016","HSIO","22400","C","09/2017","1030"
"23-12-2016","HSIO","22400","P","09/2017","1210"
"23-12-2016","HSIO","22600","C","09/2017","450"
"23-12-2016","HSIO","22600","P","09/2017","450"
"23-12-2016","HSIO","22800","C","09/2017","74"
"23-12-2016","HSIO","23000","C","09/2017","82"
"23-12-2016","HSIO","23000","P","09/2017","23"
"23-12-2016","HSIO","23200","C","09/2017","171"
"23-12-2016","HSIO","23400","C","09/2017","18"
"23-12-2016","HSIO","23600","C","09/2017","100"
"23-12-2016","HSIO","23600","P","09/2017","100"
"23-12-2016","HSIO","23800","C","09/2017","402"
"23-12-2016","HSIO","23800","P","09/2017","400"
"23-12-2016","HSIO","24000","P","09/2017","7"
"23-12-2016","HSIO","24400","C","09/2017","16"
"23-12-2016","HSIO","24400","P","09/2017","10"
"23-12-2016","HSIO","24600","C","09/2017","1"
"23-12-2016","HSIO","25000","C","09/2017","102"
"23-12-2016","HSIO","25200","C","09/2017","5"
"23-12-2016","HSIO","25400","C","09/2017","56"
"23-12-2016","HSIO","25800","C","09/2017","11"
"23-12-2016","HSIO","26000","C","09/2017","8"
"23-12-2016","HSIO","26200","C","09/2017","29"
"23-12-2016","HSIO","26800","C","09/2017","1"
"23-12-2016","HSIO","27000","C","09/2017","4"
"23-12-2016","HSIO","27200","C","09/2017","1"
"23-12-2016","HSIO","27400","C","09/2017","11"
"23-12-2016","HSIO","27600","C","09/2017","5"
"23-12-2016","HSIO","27800","C","09/2017","6"
"23-12-2016","HSIO","28000","C","09/2017","27"
"23-12-2016","HSIO","28600","C","09/2017","10"
"23-12-2016","HSIO","29000","C","09/2017","1"
"23-12-2016","HSIO","29000","P","09/2017","5"
"23-12-2016","HSIO","29200","C","09/2017","61"
"23-12-2016","HSIO","29200","P","09/2017","5"
"23-12-2016","HSIO","29400","C","09/2017","22"
"23-12-2016","HSIO","29400","P","09/2017","5"
"23-12-2016","HSIO","29600","C","09/2017","1"
"23-12-2016","HSIO","30000","C","09/2017","3"
"23-12-2016","HSIO","30000","P","09/2017","5"
"23-12-2016","HSIO","30400","P","09/2017","5"
"23-12-2016","HSIO","14400","P","12/2017","1075"
"23-12-2016","HSIO","15000","P","12/2017","608"
"23-12-2016","HSIO","15800","P","12/2017","966"
"23-12-2016","HSIO","16600","P","12/2017","496"
"23-12-2016","HSIO","17400","P","12/2017","1060"
"23-12-2016","HSIO","18000","C","12/2017","5"
"23-12-2016","HSIO","18200","C","12/2017","225"
"23-12-2016","HSIO","18200","P","12/2017","880"
"23-12-2016","HSIO","18400","C","12/2017","5"
"23-12-2016","HSIO","18600","P","12/2017","151"
"23-12-2016","HSIO","19000","C","12/2017","1715"
"23-12-2016","HSIO","19000","P","12/2017","3765"
"23-12-2016","HSIO","19200","P","12/2017","150"
"23-12-2016","HSIO","20000","C","12/2017","2227"
"23-12-2016","HSIO","20000","P","12/2017","2860"
"23-12-2016","HSIO","20600","P","12/2017","3"
"23-12-2016","HSIO","20800","P","12/2017","12"
"23-12-2016","HSIO","21000","C","12/2017","303"
"23-12-2016","HSIO","21000","P","12/2017","1812"
"23-12-2016","HSIO","21200","P","12/2017","59"
"23-12-2016","HSIO","21400","P","12/2017","52"
"23-12-2016","HSIO","21600","C","12/2017","350"
"23-12-2016","HSIO","21600","P","12/2017","394"
"23-12-2016","HSIO","21800","C","12/2017","300"
"23-12-2016","HSIO","21800","P","12/2017","300"
"23-12-2016","HSIO","22000","C","12/2017","4435"
"23-12-2016","HSIO","22000","P","12/2017","5019"
"23-12-2016","HSIO","22200","C","12/2017","8"
"23-12-2016","HSIO","22200","P","12/2017","42"
"23-12-2016","HSIO","22400","C","12/2017","350"
"23-12-2016","HSIO","22400","P","12/2017","550"
"23-12-2016","HSIO","22600","C","12/2017","90"
"23-12-2016","HSIO","22600","P","12/2017","50"
"23-12-2016","HSIO","22800","C","12/2017","804"
"23-12-2016","HSIO","22800","P","12/2017","666"
"23-12-2016","HSIO","23000","C","12/2017","4277"
"23-12-2016","HSIO","23000","P","12/2017","3987"
"23-12-2016","HSIO","23200","C","12/2017","17"
"23-12-2016","HSIO","23400","C","12/2017","4"
"23-12-2016","HSIO","24000","C","12/2017","2546"
"23-12-2016","HSIO","24000","P","12/2017","2575"
"23-12-2016","HSIO","24600","C","12/2017","126"
"23-12-2016","HSIO","25000","C","12/2017","751"
"23-12-2016","HSIO","25000","P","12/2017","52"
"23-12-2016","HSIO","26000","C","12/2017","1901"
"23-12-2016","HSIO","26600","C","12/2017","1"
"23-12-2016","HSIO","27000","C","12/2017","503"
"23-12-2016","HSIO","27000","P","12/2017","7"
"23-12-2016","HSIO","27200","C","12/2017","3"
"23-12-2016","HSIO","28000","C","12/2017","1053"
"23-12-2016","HSIO","28000","P","12/2017","55"
"23-12-2016","HSIO","29000","C","12/2017","17"
"23-12-2016","HSIO","30000","C","12/2017","29"
"23-12-2016","HSIO","31000","C","12/2017","20"
"23-12-2016","HSIO","32000","C","12/2017","32"
"23-12-2016","HSIO","33000","C","12/2017","152"
"23-12-2016","HSIO","34000","C","12/2017","98"
"23-12-2016","HSIO","14400","P","06/2018","127"
"23-12-2016","HSIO","15000","P","06/2018","77"
"23-12-2016","HSIO","15800","P","06/2018","141"
"23-12-2016","HSIO","16600","P","06/2018","10"
"23-12-2016","HSIO","18200","P","06/2018","16"
"23-12-2016","HSIO","19000","P","06/2018","520"
"23-12-2016","HSIO","21000","C","06/2018","322"
"23-12-2016","HSIO","21000","P","06/2018","222"
"23-12-2016","HSIO","22000","C","06/2018","168"
"23-12-2016","HSIO","22000","P","06/2018","150"
"23-12-2016","HSIO","23000","C","06/2018","640"
"23-12-2016","HSIO","23000","P","06/2018","600"
"23-12-2016","HSIO","24000","C","06/2018","505"
"23-12-2016","HSIO","24000","P","06/2018","475"
"23-12-2016","HSIO","25000","C","06/2018","46"
"23-12-2016","HSIO","26000","C","06/2018","68"
"23-12-2016","HSIO","27000","C","06/2018","78"
"23-12-2016","HSIO","28000","C","06/2018","529"
"23-12-2016","HSIO","29000","C","06/2018","376"
"23-12-2016","HSIO","30000","C","06/2018","40"
"23-12-2016","HSIO","31000","C","06/2018","25"
"23-12-2016","HSIO","32000","C","06/2018","20"
"23-12-2016","HSIO","33000","C","06/2018","5"
"23-12-2016","HSIO","34000","C","06/2018","26"
"23-12-2016","HSIO","14400","P","12/2018","106"
"23-12-2016","HSIO","15000","P","12/2018","16"
"23-12-2016","HSIO","15800","P","12/2018","125"
"23-12-2016","HSIO","16600","P","12/2018","25"
"23-12-2016","HSIO","17400","P","12/2018","35"
"23-12-2016","HSIO","18200","P","12/2018","300"
"23-12-2016","HSIO","19000","P","12/2018","108"
"23-12-2016","HSIO","21000","C","12/2018","23"
"23-12-2016","HSIO","22000","C","12/2018","428"
"23-12-2016","HSIO","22000","P","12/2018","313"
"23-12-2016","HSIO","23000","C","12/2018","400"
"23-12-2016","HSIO","23000","P","12/2018","400"
"23-12-2016","HSIO","24000","C","12/2018","76"
"23-12-2016","HSIO","25000","C","12/2018","41"
"23-12-2016","HSIO","26000","C","12/2018","300"
"23-12-2016","HSIO","27000","C","12/2018","2"
"23-12-2016","HSIO","28000","C","12/2018","13"
"23-12-2016","HSIO","29000","C","12/2018","2"
"23-12-2016","HSIO","30000","C","12/2018","5"
"23-12-2016","HSIO","31000","C","12/2018","15"
"23-12-2016","HSIO","32000","C","12/2018","18"
"23-12-2016","HSIO","17400","P","06/2019","100"
"23-12-2016","HSIO","18200","P","06/2019","152"
"23-12-2016","HSIO","26000","C","06/2019","4"
"23-12-2016","HSIO","27000","C","06/2019","19"
"23-12-2016","HSIO","28000","C","06/2019","15"
"23-12-2016","HSIO","29000","C","06/2019","15"
"23-12-2016","HSIO","15800","P","12/2019","15"
"23-12-2016","HSIO","16600","P","12/2019","368"
"23-12-2016","HSIO","17400","P","12/2019","1"
"23-12-2016","HSIO","26000","C","12/2019","15"
"23-12-2016","HSIO","27000","C","12/2019","15"
"23-12-2016","HSIO","28000","C","12/2019","30"
"23-12-2016","HSIO","29000","C","12/2019","57"
"23-12-2016","HSIO","28000","C","06/2020","7"
"23-12-2016","ICB","","","12/2016","37"
"23-12-2016","ICB","","","01/2017","19"
"23-12-2016","ICB","","","03/2017","13"
"23-12-2016","ICB","","","06/2017","30"
"23-12-2016","KSO","","","12/2016","15"
"23-12-2016","KSO","","","01/2017","2"
"23-12-2016","KSO","","","03/2017","1"
"23-12-2016","KSO","","","06/2017","6"
"23-12-2016","LIF","","","12/2016","2"
"23-12-2016","LRA","","","01/2017","1"
"23-12-2016","LRA","","","03/2017","1"
"23-12-2016","LRC","","","01/2017","2"
"23-12-2016","LRC","","","02/2017","1"
"23-12-2016","LRN","","","01/2017","13"
"23-12-2016","LRN","","","02/2017","47"
"23-12-2016","LRN","","","03/2017","4"
"23-12-2016","LRZ","","","01/2017","1"
"23-12-2016","LRZ","","","02/2017","1"
"23-12-2016","LRZ","","","03/2017","12"
"23-12-2016","MBI","","","12/2016","15"
"23-12-2016","MBI","","","01/2017","4"
"23-12-2016","MCHF","","","12/2016","5817"
"23-12-2016","MCHF","","","01/2017","1496"
"23-12-2016","MCHF","","","03/2017","843"
"23-12-2016","MCHF","","","06/2017","611"
"23-12-2016","MCHO","5900","P","12/2016","1"
"23-12-2016","MCHO","6100","P","12/2016","1"
"23-12-2016","MCHO","6400","P","12/2016","1"
"23-12-2016","MCHO","7100","P","12/2016","1"
"23-12-2016","MCHO","7300","P","12/2016","38"
"23-12-2016","MCHO","7400","P","12/2016","19"
"23-12-2016","MCHO","7600","P","12/2016","1"
"23-12-2016","MCHO","7700","P","12/2016","307"
"23-12-2016","MCHO","7800","P","12/2016","12"
"23-12-2016","MCHO","7900","P","12/2016","73"
"23-12-2016","MCHO","8000","P","12/2016","46"
"23-12-2016","MCHO","8200","P","12/2016","156"
"23-12-2016","MCHO","8400","P","12/2016","46"
"23-12-2016","MCHO","8600","P","12/2016","40"
"23-12-2016","MCHO","8800","P","12/2016","82"
"23-12-2016","MCHO","9000","C","12/2016","23"
"23-12-2016","MCHO","9000","P","12/2016","1869"
"23-12-2016","MCHO","9200","C","12/2016","91"
"23-12-2016","MCHO","9200","P","12/2016","1132"
"23-12-2016","MCHO","9400","C","12/2016","219"
"23-12-2016","MCHO","9400","P","12/2016","270"
"23-12-2016","MCHO","9600","C","12/2016","347"
"23-12-2016","MCHO","9600","P","12/2016","537"
"23-12-2016","MCHO","9800","C","12/2016","439"
"23-12-2016","MCHO","9800","P","12/2016","265"
"23-12-2016","MCHO","10000","C","12/2016","1219"
"23-12-2016","MCHO","10000","P","12/2016","208"
"23-12-2016","MCHO","10200","C","12/2016","157"
"23-12-2016","MCHO","10200","P","12/2016","34"
"23-12-2016","MCHO","10400","C","12/2016","138"
"23-12-2016","MCHO","10400","P","12/2016","2"
"23-12-2016","MCHO","10600","C","12/2016","621"
"23-12-2016","MCHO","10800","C","12/2016","207"
"23-12-2016","MCHO","11000","C","12/2016","61"
"23-12-2016","MCHO","11200","C","12/2016","33"
"23-12-2016","MCHO","11400","C","12/2016","232"
"23-12-2016","MCHO","11600","C","12/2016","25"
"23-12-2016","MCHO","11800","C","12/2016","419"
"23-12-2016","MCHO","6300","P","01/2017","100"
"23-12-2016","MCHO","7100","P","01/2017","2"
"23-12-2016","MCHO","7600","P","01/2017","2"
"23-12-2016","MCHO","7900","P","01/2017","6"
"23-12-2016","MCHO","8200","P","01/2017","7"
"23-12-2016","MCHO","8400","P","01/2017","8"
"23-12-2016","MCHO","8600","P","01/2017","106"
"23-12-2016","MCHO","8800","C","01/2017","1"
"23-12-2016","MCHO","8800","P","01/2017","53"
"23-12-2016","MCHO","9000","C","01/2017","2"
"23-12-2016","MCHO","9000","P","01/2017","80"
"23-12-2016","MCHO","9200","C","01/2017","70"
"23-12-2016","MCHO","9200","P","01/2017","209"
"23-12-2016","MCHO","9400","C","01/2017","53"
"23-12-2016","MCHO","9400","P","01/2017","103"
"23-12-2016","MCHO","9600","C","01/2017","68"
"23-12-2016","MCHO","9600","P","01/2017","129"
"23-12-2016","MCHO","9800","C","01/2017","176"
"23-12-2016","MCHO","9800","P","01/2017","73"
"23-12-2016","MCHO","10000","C","01/2017","22"
"23-12-2016","MCHO","10000","P","01/2017","27"
"23-12-2016","MCHO","10200","C","01/2017","118"
"23-12-2016","MCHO","10200","P","01/2017","3"
"23-12-2016","MCHO","10400","C","01/2017","101"
"23-12-2016","MCHO","10400","P","01/2017","1"
"23-12-2016","MCHO","10600","C","01/2017","49"
"23-12-2016","MCHO","10800","C","01/2017","145"
"23-12-2016","MCHO","11000","C","01/2017","43"
"23-12-2016","MCHO","11200","C","01/2017","1"
"23-12-2016","MCHO","11400","C","01/2017","10"
"23-12-2016","MCHO","11600","C","01/2017","115"
"23-12-2016","MCHO","5900","P","03/2017","1"
"23-12-2016","MCHO","7500","P","03/2017","1"
"23-12-2016","MCHO","7600","P","03/2017","1"
"23-12-2016","MCHO","7700","P","03/2017","1"
"23-12-2016","MCHO","7800","P","03/2017","1"
"23-12-2016","MCHO","8000","P","03/2017","7"
"23-12-2016","MCHO","8200","P","03/2017","1"
"23-12-2016","MCHO","8400","C","03/2017","2"
"23-12-2016","MCHO","8400","P","03/2017","6"
"23-12-2016","MCHO","8600","C","03/2017","2"
"23-12-2016","MCHO","8600","P","03/2017","12"
"23-12-2016","MCHO","8800","C","03/2017","2"
"23-12-2016","MCHO","8800","P","03/2017","168"
"23-12-2016","MCHO","9000","C","03/2017","2"
"23-12-2016","MCHO","9000","P","03/2017","9"
"23-12-2016","MCHO","9200","C","03/2017","1"
"23-12-2016","MCHO","9200","P","03/2017","2"
"23-12-2016","MCHO","9400","C","03/2017","3"
"23-12-2016","MCHO","9400","P","03/2017","51"
"23-12-2016","MCHO","9600","C","03/2017","8"
"23-12-2016","MCHO","9600","P","03/2017","9"
"23-12-2016","MCHO","9800","C","03/2017","2"
"23-12-2016","MCHO","9800","P","03/2017","3"
"23-12-2016","MCHO","10000","C","03/2017","60"
"23-12-2016","MCHO","10000","P","03/2017","14"
"23-12-2016","MCHO","10200","C","03/2017","4"
"23-12-2016","MCHO","10200","P","03/2017","2"
"23-12-2016","MCHO","10400","C","03/2017","43"
"23-12-2016","MCHO","10400","P","03/2017","3"
"23-12-2016","MCHO","10600","C","03/2017","4"
"23-12-2016","MCHO","10600","P","03/2017","2"
"23-12-2016","MCHO","10800","C","03/2017","11"
"23-12-2016","MCHO","10800","P","03/2017","2"
"23-12-2016","MCHO","11000","C","03/2017","6"
"23-12-2016","MCHO","11200","C","03/2017","1"
"23-12-2016","MCHO","7500","P","06/2017","4"
"23-12-2016","MCHO","7600","P","06/2017","7"
"23-12-2016","MCHO","7700","P","06/2017","1"
"23-12-2016","MCHO","8000","P","06/2017","1"
"23-12-2016","MCHO","8400","P","06/2017","2"
"23-12-2016","MCHO","8600","P","06/2017","3"
"23-12-2016","MCHO","8800","C","06/2017","5"
"23-12-2016","MCHO","8800","P","06/2017","7"
"23-12-2016","MCHO","9000","C","06/2017","3"
"23-12-2016","MCHO","9000","P","06/2017","3"
"23-12-2016","MCHO","9200","C","06/2017","2"
"23-12-2016","MCHO","9200","P","06/2017","2"
"23-12-2016","MCHO","9400","C","06/2017","1"
"23-12-2016","MCHO","9400","P","06/2017","1"
"23-12-2016","MCHO","9600","C","06/2017","1"
"23-12-2016","MCHO","9600","P","06/2017","1"
"23-12-2016","MCHO","9800","C","06/2017","1"
"23-12-2016","MCHO","10000","C","06/2017","2"
"23-12-2016","MCHO","10000","P","06/2017","1"
"23-12-2016","MCHO","10200","C","06/2017","2"
"23-12-2016","MCHO","10400","C","06/2017","1"
"23-12-2016","MCHO","10400","P","06/2017","1"
"23-12-2016","MCHO","10600","C","06/2017","1"
"23-12-2016","MCHO","10600","P","06/2017","1"
"23-12-2016","MCHO","11000","C","06/2017","2"
"23-12-2016","MCHO","11600","C","06/2017","3"
"23-12-2016","MHIF","","","12/2016","8104"
"23-12-2016","MHIF","","","01/2017","2715"
"23-12-2016","MHIF","","","03/2017","951"
"23-12-2016","MHIF","","","06/2017","526"
"23-12-2016","MHIO","11000","P","12/2016","10"
"23-12-2016","MHIO","11800","P","12/2016","20"
"23-12-2016","MHIO","12000","P","12/2016","5"
"23-12-2016","MHIO","12200","P","12/2016","20"
"23-12-2016","MHIO","12400","P","12/2016","17"
"23-12-2016","MHIO","12600","P","12/2016","10"
"23-12-2016","MHIO","12800","P","12/2016","10"
"23-12-2016","MHIO","13000","P","12/2016","16"
"23-12-2016","MHIO","13200","P","12/2016","11"
"23-12-2016","MHIO","13400","P","12/2016","20"
"23-12-2016","MHIO","13600","P","12/2016","15"
"23-12-2016","MHIO","13800","P","12/2016","25"
"23-12-2016","MHIO","14000","P","12/2016","25"
"23-12-2016","MHIO","14600","P","12/2016","2"
"23-12-2016","MHIO","15000","P","12/2016","15"
"23-12-2016","MHIO","15200","P","12/2016","2"
"23-12-2016","MHIO","15600","P","12/2016","2"
"23-12-2016","MHIO","15800","P","12/2016","1"
"23-12-2016","MHIO","16000","C","12/2016","2"
"23-12-2016","MHIO","16000","P","12/2016","72"
"23-12-2016","MHIO","16200","C","12/2016","3"
"23-12-2016","MHIO","16200","P","12/2016","10"
"23-12-2016","MHIO","16600","C","12/2016","1"
"23-12-2016","MHIO","16800","C","12/2016","2"
"23-12-2016","MHIO","16800","P","12/2016","3"
"23-12-2016","MHIO","17000","C","12/2016","5"
"23-12-2016","MHIO","17000","P","12/2016","5"
"23-12-2016","MHIO","17200","P","12/2016","8"
"23-12-2016","MHIO","17400","C","12/2016","1"
"23-12-2016","MHIO","17800","C","12/2016","4"
"23-12-2016","MHIO","17800","P","12/2016","5"
"23-12-2016","MHIO","18000","C","12/2016","4"
"23-12-2016","MHIO","18000","P","12/2016","29"
"23-12-2016","MHIO","18200","C","12/2016","5"
"23-12-2016","MHIO","18200","P","12/2016","8"
"23-12-2016","MHIO","18400","C","12/2016","2"
